Day_of_Week,Light_Conditions,Sex_Of_Driver,Vehicle_Type,Speed_limit,Pedestrian_Crossing,Road_Type,Special_Conditions_at_Site,Number_of_Pasengers,Weather,Road_Surface,Driver_Age_Group,Vehicle_Age,Traffic_Density,Risk_Score,Is_Weekend,Night_Drive,Accident_Severity,Driver_Age,Driver_Experience,Seat_Belt,Alcohol_Level,Tyre_Condition,Braking_Distance,Vehicle_Load,Visibility,Time_Of_Day,Weather_Risk,Surface_Risk,Driver_Risk,Traffic_Risk,Total_Risk_Score,Speed_to_Risk,Visibility_to_Speed,Driver_Age_to_Exp,Final_Output
4,1,0,1,20,0,3,1,3,clear,wet,1,13,9,6.1538463,0,0,1,30,10,1,0,1,33.97130597,1.417816502,50.8158783,evening,1,2,0,4.5,7.5,2.35,2.42,0.32,Major
0,0,1,1,30,1,1,0,3,foggy,dry,0,5,9,13.333333,0,0,1,20,0,0,1,1,32.02827356,1.408040195,49.60696747,morning,4,1,7,4.5,16.5,1.71,1.6,0,Major
6,0,0,0,20,1,1,1,3,clear,dry,0,2,8,5.714286,0,0,0,18,0,1,0,1,31.65044811,1.328673803,100,afternoon,1,1,0,4,6,2.86,4.76,0,Minor
6,0,1,1,20,0,4,1,1,clear,dry,2,12,7,2.857143,0,0,0,47,26,1,0,1,32.54185944,0.874273795,72.73938951,morning,1,1,0,3.5,5.5,3.08,3.46,0.54,Minor
1,0,0,1,20,0,3,0,2,foggy,muddy,2,9,3,6,1,0,1,41,20,1,0,0,33.58751416,0.866552398,79.00743286,night,4,3,2,1.5,10.5,1.74,3.76,0.48,Major
6,0,1,0,20,1,6,0,6,clear,wet,2,14,2,23.333334,0,0,1,35,16,0,0,1,50.98579082,1.387882652,98.44101778,evening,1,2,3,1,7,2.5,4.69,0.44,Major
6,0,1,0,30,0,3,1,5,rainy,dry,1,1,9,45,1,0,0,30,11,1,0,1,15.60026216,1.426513566,91.82941867,night,3,1,0,4.5,8.5,3.16,2.96,0.35,Major
2,0,1,1,40,1,2,1,4,foggy,wet,1,5,6,50,0,0,0,29,11,1,0,1,34.47370128,1.298454647,83.85032761,evening,4,2,0,3,9,4,2.05,0.37,Major
0,1,1,0,20,1,2,0,1,foggy,dry,2,12,4,3.0769231,0,0,1,24,1,0,0,1,43.49805139,1.257136012,100,evening,4,1,3,2,10,1.82,4.76,0.04,Major
4,0,0,0,40,1,3,1,6,rainy,dry,0,12,9,20,1,0,0,30,8,1,0,0,62.2293693,1.058164014,54.26548475,morning,3,1,2,4.5,10.5,3.48,1.32,0.26,Major
4,0,0,0,30,1,5,0,5,foggy,icy,0,3,6,90,1,0,1,18,0,0,0,1,41.31109441,0.838334901,73.84711969,afternoon,4,5,3,3,15,1.88,2.38,0,Major
0,1,0,0,30,1,3,1,2,clear,dry,1,8,5,6.923077,0,0,0,27,8,1,0,0,42.70014948,0.740632568,98.14755223,afternoon,1,1,2,2.5,6.5,4,3.17,0.29,Minor
6,0,1,1,20,0.76910615,4,1,6,clear,wet,2,8,4,15.555555,0,0,1,31,12,1,0,1,43.68079944,0.640338302,100,morning,1,2,0,2,5,3.33,4.76,0.38,Minor
1,1,1,0,30,1,1,0,1,stormy,muddy,1,13,8,5,0,0,0,41,18,1,0,1,17.64468519,1.228201791,100,afternoon,5,3,0,4,12,2.31,3.23,0.43,Major
2,1,1,0,20,0,2,1,4,foggy,dry,2,12,3,9.090909,0,0,0,34,10,1,0,1,54.88639651,1.276978818,56.07571369,evening,4,1,0,1.5,6.5,2.67,2.67,0.29,Minor
5,1,0,0,20,0,2,0,4,rainy,icy,1,12,7,14.285714,0,0,1,42,20,1,0,1,54.26132355,0.858645184,81.48885375,morning,3,5,0,3.5,11.5,1.6,3.88,0.47,Major
4,1,1,0,30,1,1,1,1,clear,dry,2,1,1,4.285714,1,0,1,48,29,1,0,0,57.21744239,0.506041191,89.84919221,afternoon,1,1,2,0.5,4.5,5.45,2.9,0.59,Minor
1,0,1,1,30,0,1,1,4,foggy,icy,1,4,6,11.538462,0,0,1,45,21,1,0,0,82.5877208,1.438596279,76.72949597,afternoon,4,5,2,3,14,2,2.48,0.46,Major
2,0,0,0,40,0,3,0,2,clear,dry,0,12,9,40,0,0,0,39,21,1,0,1,25.52217596,0.937089322,93.90021362,night,1,1,0,4.5,6.5,5.33,2.29,0.52,Minor
4,1,1,1,20,1,6,1,6,rainy,dry,1,10,6,12.727273,0,0,1,35,13,1,0,1,22.67960003,1.474591048,100,evening,3,1,0,3,7,2.5,4.76,0.36,Major
4,1,1,1,30,0,1,0,2,clear,muddy,0,8,3,45,0,0,1,25,1,1,0,1,55.58800972,1.17735957,62.00165871,morning,1,3,0,1.5,5.5,4.62,2,0.04,Minor
0,0,0,1,40,0,4,1,5,clear,dry,1,9,4,20,1,0,0,42,24,0,0,1,39.93766348,0.624013496,54.90615173,night,1,1,3,2,7,5,1.34,0.56,Major
4,0,1,0,40,0,2,1,6,clear,dry,2,9,9,28,1,0,0,51,31,1,0,0,30.2155762,0.826952208,92.7397979,evening,1,1,2,4.5,8.5,4.21,2.26,0.6,Major
5,0,1,1,40,0,6,0,2,rainy,dry,0,2,8,12,0,0,0,38,17,1,0,1,40.76156298,1.157050211,70.70856125,afternoon,3,1,0,4,8,4.44,1.72,0.44,Major
1,1,0,1,40,0,6,0,2,foggy,icy,2,9,4,8,1,0,1,54,35,0,0,1,35.72484562,1.149252812,93.52073137,morning,4,5,3,2,14,2.67,2.28,0.64,Major
4,1,0,1,30,1,4,1,4,clear,dry,1,8,7,50,0,0,1,19,0,1,1,1,70.87165602,0.731985426,83.88580684,afternoon,1,1,4,3.5,9.5,2.86,2.71,0,Major
0,1,1,0,30,1,1,0,5,rainy,muddy,1,11,1,30,0,0,0,23,1,1,0,1,78.92718456,0.676856861,76.27411694,afternoon,3,3,0,0.5,6.5,4,2.46,0.04,Minor
6,1,1,1,30,1,4,0,4,foggy,icy,2,14,6,12.5,1,0,0,43,25,1,0,1,20.46658063,0.776790799,66.1889948,evening,4,5,0,3,12,2.31,2.14,0.57,Major
2,0,1,1,40,0,1,0,2,foggy,dry,0,11,8,40,0,0,0,37,16,1,0,1,22.8517678,1.286891982,81.92753735,night,4,1,0,4,9,4,2,0.42,Major
0,1,0,1,40,0,6,0,4,rainy,wet,2,13,5,50,1,0,0,48,27,0,0,1,33.60947993,0.741869801,72.17935656,morning,3,2,3,2.5,10.5,3.48,1.76,0.55,Major
5,1,1,1,30,0,6,0,2,foggy,dry,0,14,1,7.5,0,0,0,34,15,1,0,1,34.65707937,1.201780725,100,afternoon,4,1,0,0.5,5.5,4.62,3.23,0.43,Minor
3,0,0,1,40,1,2,1,4,foggy,wet,2,9,7,40,0,0,1,26,2,1,0,1,33.3710933,1.36999961,82.09069521,evening,4,2,0,3.5,9.5,3.81,2,0.07,Major
6,0,0,0,20,1,6,1,5,rainy,dry,0,9,2,9.230769,0,0,1,32,11,1,0,0,42.08648731,0.891622344,54.50912559,evening,3,1,2,1,7,2.5,2.6,0.33,Major
3,0,1,1,20,0,1,1,3,foggy,dry,1,3,1,8.888889,0,0,0,19,0,1,0,1,38.29747799,0.506994039,100,afternoon,4,1,0,0.5,5.5,3.08,4.76,0,Minor
3,0,0,0,30,0,6,1,1,clear,muddy,0,5,4,20,0,0,1,23,0,0,1,1,24.69581111,0.641957737,77.2488842,afternoon,1,3,7,2,13,2.14,2.49,0,Major
4,0,0,0,20,1,1,1,6,clear,wet,0,13,8,28,0,0,1,44,20,0,0,1,29.59787639,0.811896867,100,afternoon,1,2,3,4,10,1.82,4.76,0.44,Major
0,1,0,0,20,1,4,1,1,clear,dry,2,11,5,13.333333,0,0,1,43,23,1,1,1,68.19508248,0.689954226,74.60358218,afternoon,1,1,4,2.5,8.5,2.11,3.55,0.52,Major
4,1,1,1,30,1,6,0,2,foggy,dry,0,3,1,9,0,0,0,38,19,0,0,1,39.6382763,0.7895136,64.02444689,evening,4,1,3,0.5,8.5,3.16,2.07,0.49,Major
6,1,0.23277134,0.23277134,30,0.76722866,1,0,5.2327714,clear,dry,1,6,1,12.465543,0,0,1,18,0,1,0,0,38.87053663,1.044041982,74.02338093,morning,1,1,2,0.5,4.5,5.45,2.39,0,Minor
3,1,0,1,30,0,4,1,4,clear,wet,0,10,7,37.5,0,0,0,31,13,1,0,0,22.19344281,0.5210811,77.98069829,morning,1,2,2,3.5,8.5,3.16,2.52,0.41,Major
5,1,1,1,20,1,4,1,3,clear,wet,0,13,6,11.428572,0,0,1,22,0,1,1,1,38.05174909,0.564281492,74.86116747,morning,1,2,4,3,10,1.82,3.56,0,Major
0,0,1,0,30,0,1,1,2,clear,dry,1,5,1,22.5,0,0,1,46,22,1,1,1,59.41353644,1.355739335,67.34604487,morning,1,1,4,0.5,6.5,4,2.17,0.47,Minor
2,1,1,0,40,0,5,0,3,foggy,dry,0,2,9,80,1,0,0,29,5,1,0,1,53.93327218,1.022319737,70.88683647,evening,4,1,0,4.5,9.5,3.81,1.73,0.17,Major
5,0,0,1,30,1,3,0,2,stormy,wet,0,3,5,15,0,0,1,24,3,0,0,1,57.16648947,1.435531109,100,morning,5,2,3,2.5,12.5,2.22,3.23,0.12,Major
1,1,1,1,30,0,3,0,3,foggy,wet,0,7,1,12,0,0,1,35,14,1,1,1,26.94604386,0.503275609,74.9632062,evening,4,2,4,0.5,10.5,2.61,2.42,0.39,Major
4,1,0,1,30,0,1,1,4,clear,dry,2,10,7,37.5,0,0,0,28,7,1,0,1,26.70573475,0.50015119,100,afternoon,1,1,0,3.5,5.5,4.62,3.23,0.24,Minor
0,1,0,1,20,1,4,0,4,clear,dry,2,10,3,50,0,0,1,49,25,1,0,1,62.00153583,1.239596605,100,evening,1,1,0,1.5,3.5,4.44,4.76,0.5,Minor
1,1,0,1,40,0,5,0,5,clear,dry,1,12,2,16,0,0,1,27,8,1,0,1,57.3941121,0.97625272,78.73923736,evening,1,1,0,1,3,10,1.92,0.29,Minor
0,0,1,1,20,0,3,1,3,rainy,dry,2,5,6,5.714286,0,0,0,21,0,1,0,0,41.12305857,1.413798346,93.16280715,night,3,1,2,3,9,2,4.44,0,Major
3,1,1,0,40,0,4,1,1,clear,wet,0,3,2,8.888889,0,0,1,18,0,0,0,1,57.79560403,1.286583959,69.39618912,afternoon,1,2,3,1,7,5,1.69,0,Major
2,0,1,0,40,0,5,1,4,foggy,dry,0,4,6,66.666664,0,0,0,34,16,0,0,1,26.95505442,1.003962663,100,night,4,1,3,3,11,3.33,2.44,0.46,Major
6,1,1,0,30,1,2,0,3,foggy,dry,2,6,8,10.909091,0,0,0,29,10,1,0,1,26.33297838,0.978524002,100,morning,4,1,0,4,9,3,3.23,0.33,Major
3,0,1,1,20,0,4,0,2,clear,dry,2,8,6,12,1,0,1,20,0,0,1,1,20.73808271,1.311180426,91.93011227,morning,1,1,7,3,12,1.54,4.38,0,Major
5,1,1,1,20,0,6,0,4,rainy,wet,0,12,3,10,0,0,0,46,26,1,0,1,50.4220565,1.303706372,69.88444829,afternoon,3,2,0,1.5,6.5,2.67,3.33,0.55,Minor
3,0,0,0,20,0,5,0,6,clear,wet,0,7,8,10,0,0,1,41,23,1,0,1,48.25076812,0.77694481,91.90265742,evening,1,2,0,4,7,2.5,4.38,0.55,Major
0,0,0.6089394,0.39106062,20,0.39106062,2,0.6089394,6,clear,dry,1,12,3,23.333334,0,0,1,34,11,0,0,1,37.1637522,1.17463686,66.08452413,morning,1,1,3,1.5,6.5,2.67,3.15,0.31,Minor
4,0,1,0,20,0,6,1,2,rainy,dry,1,3,2,4.285714,0,0,1,48,28,0,1,0,33.29411086,1.143202254,52.29092684,afternoon,3,1,9,1,14,1.33,2.49,0.57,Major
6,1,0,0,40,0,5,0,4,foggy,wet,0,2,3,15.384615,0,0,1,41,23,1,0,1,81.21822906,1.356084498,85.21758339,night,4,2,0,1.5,7.5,4.71,2.08,0.55,Major
5,1,0,1,20,1,4,1,6,foggy,dry,2,3,5,17.5,0,0,1,26,8,0,0,0,41.1130351,1.368579571,47.40108194,evening,4,1,5,2.5,12.5,1.48,2.26,0.3,Major
5,0,1,0,40,1,2,0,3,clear,dry,1,5,8,12.307693,0,0,0,24,0,1,0,1,65.82100522,0.768280642,71.6941601,morning,1,1,0,4,6,5.71,1.75,0,Minor
1,0,0,0,30,1,2,1,2,clear,muddy,0,14,1,30,1,0,1,43,22,1,0,1,42.80477348,1.379742454,87.35936581,afternoon,1,3,0,0.5,4.5,5.45,2.82,0.5,Minor
0,0,1,0,20,0,6,0,5,rainy,wet,1,7,6,8.571428,0,0,0,38,14,1,0,1,37.48930938,1.424571122,100,evening,3,2,0,3,8,2.22,4.76,0.36,Major
1,0,0,1,40,1,5,0,1,clear,dry,1,14,9,40,0,0,1,36,13,1,0,1,66.24989265,0.609636666,67.21425809,morning,1,1,0,4.5,6.5,5.33,1.64,0.35,Minor
6,0,1,1,30,1,6,1,4,clear,dry,0,8,8,18.75,0,0,0,26,7,1,0,1,56.84946181,1.073746164,59.75243113,afternoon,1,1,0,4,6,4.29,1.93,0.26,Minor
5,1,1,1,30,0,6,0,2,rainy,wet,0,6,2,7.5,1,0,0,41,17,1,0,1,44.63836466,0.936463681,95.78161019,night,3,2,0,1,6,4.29,3.09,0.4,Minor
5,0,1,0,40,0,5,0,3,rainy,dry,2,13,8,12.307693,0,0,0,27,4,1,0,1,62.00571168,0.901984703,84.34895837,afternoon,3,1,0,4,8,4.44,2.06,0.14,Major
1,0,0,1,30,1,2,0,6,rainy,muddy,0,2,6,35,1,0,1,33,12,1,0,1,82.80459774,1.204829394,81.49498221,morning,3,3,0,3,9,3,2.63,0.35,Major
3,0,0,1,40,1,1,1,3,foggy,dry,2,11,5,17.777779,0,0,1,49,28,0,0,1,34.0146995,0.62956836,50.24942568,morning,4,1,3,2.5,10.5,3.48,1.23,0.56,Major
6,0,1,1,30,1,2,1,3,clear,dry,2,2,2,13.333333,0,0,0,28,4,0,0,1,52.0760497,1.319945809,100,morning,1,1,3,1,6,4.29,3.23,0.14,Minor
1,1,1,1,20,1,4,0,3,rainy,wet,0,10,2,13.333333,1,0,0,19,0,1,0,0,38.86184754,0.526599428,37.80149313,evening,3,2,2,1,8,2.22,1.8,0,Major
3,1,1,1,30,0,2,1,6,clear,dry,1,11,6,30,0,0,1,24,4,1,1,1,30.98188469,1.078300862,83.9028921,afternoon,1,1,4,3,9,3,2.71,0.16,Major
3,1,1,0,40,0,4,1,1,stormy,dry,0,5,2,8.888889,0,0,1,44,21,1,0,1,30.56599821,0.725359999,100,morning,5,1,0,1,7,5,2.44,0.47,Major
5,1,1,0,20,1,2,1,1,foggy,dry,2,11,1,6.6666665,1,0,1,37,14,1,0,1,68.88499719,1.167468919,82.2859121,evening,4,1,0,0.5,5.5,3.08,3.92,0.37,Minor
5,0,1,1,40,0,6,0,2,foggy,muddy,0,14,5,12,1,0,0,33,15,1,0,1,17.62859089,1.025431894,75.06833637,morning,4,3,0,2.5,9.5,3.81,1.83,0.44,Major
5,0,0,1,30,1,1,1,5,rainy,dry,0,5,7,60,0,0,1,29,7,1,0,0,52.61789038,1.499752231,59.25663498,morning,3,1,2,3.5,9.5,2.86,1.91,0.23,Major
4,0,0,0,40,1,3,1,6,clear,dry,0,1,5,20,0,0,0,39,20,1,0,0,32.62135384,1.362322541,68.56694575,afternoon,1,1,2,2.5,6.5,5.33,1.67,0.5,Minor
2,1,0,1,40,1,1,0,1,clear,wet,1,1,3,8,0,0,1,26,5,1,0,1,71.58742427,0.836632742,100,morning,1,2,0,1.5,4.5,7.27,2.44,0.19,Minor
3,0,1,0,20,1,1,1,6,clear,wet,0,9,2,15.555555,0,0,1,38,15,1,0,1,40.90385027,1.028482429,69.04093199,morning,1,2,0,1,4,4,3.29,0.38,Minor
2,0,0,0,40,0,4,0,4,clear,muddy,0,14,3,15.384615,1,0,0,27,4,0,0,1,39.5398849,0.817812051,89.1135604,afternoon,1,3,3,1.5,8.5,4.21,2.17,0.14,Major
1,1,1,1,20,1,4,0,3,clear,dry,0,7,6,13.333333,0,0,0,26,8,1,0,1,68.54263957,1.228793492,63.32667811,morning,1,1,0,3,5,3.33,3.02,0.3,Minor
1,1,0,1,30,1,1,0,1,rainy,dry,1,8,8,5.4545455,1,0,1,28,9,1,0,1,58.15200123,0.922413137,73.94990057,afternoon,3,1,0,4,8,3.33,2.39,0.31,Major
6,0,0,0,20,0,1,0,1,clear,dry,0,12,6,3.6363637,0,0,0,31,9,1,0,1,53.31340477,0.615437763,47.42393985,evening,1,1,0,3,5,3.33,2.26,0.28,Minor
2,0,1,1,40,0,4,1,2,clear,wet,1,13,9,15,0,0,0,34,12,1,0,1,57.08717933,1.160803876,79.00779236,morning,1,2,0,4.5,7.5,4.71,1.93,0.34,Major
6,1,0,0,30,0,1,0,6,clear,dry,0,5,9,15,0,0,0,37,16,1,0,1,28.75089617,0.511065048,72.76291976,evening,1,1,0,4.5,6.5,4,2.35,0.42,Minor
3,0,0,0,20,0,3,0,3,clear,dry,0,3,3,40,1,0,0,18,0,0,0,1,56.12569808,0.797290077,100,morning,1,1,3,1.5,6.5,2.67,4.76,0,Minor
5,1,1,0,40,1,6,0,5,rainy,dry,0,13,7,30,1,0,0,26,4,0,0,1,42.01418679,1.407143068,63.09934907,night,3,1,3,3.5,10.5,3.48,1.54,0.15,Major
1,1,0,0,20,1,6,1,1,clear,wet,1,3,8,3.0769231,0,0,0,31,7,1,0,0,50.41387049,0.594174311,71.42894829,morning,1,2,2,4,9,2,3.4,0.22,Major
5,0,1,1,20,1,2,1,1,clear,dry,2,12,3,3.0769231,0,0,1,50,31,1,1,1,52.26829389,1.00442574,98.09004787,night,1,1,4,1.5,7.5,2.35,4.67,0.61,Major
2,0,0,5,40,3,3,1,3,rainy,dry,1,3,5,40,1,0,0,24,5,0,0,1,28.34236375,1.295088485,79.33191249,afternoon,3,1,3,2.5,9.5,3.81,1.93,0.2,Major
5,1,0,0,20,1,3,1,4,clear,dry,2,1,3,14.285714,1,0,0,36,12,1,0,1,53.90733894,1.404502121,76.72741924,evening,1,1,0,1.5,3.5,4.44,3.65,0.32,Minor
0,1,1,0,30,1,1,0,2,foggy,wet,0,11,7,9,0,0,1,49,28,1,1,1,42.20464065,1.059838296,76.53426599,morning,4,2,4,3.5,13.5,2.07,2.47,0.56,Major
5,0,1,0,40,1,3,1,2,clear,wet,2,11,5,10.909091,0,0,1,21,0,0,0,1,26.40117831,0.653181401,60.19431146,afternoon,1,2,3,2.5,8.5,4.21,1.47,0,Major
5,1,0,0,20,0,4,0,6,clear,dry,1,3,1,20,0,0,0,38,20,1,0,1,42.8015129,1.440857419,71.33575356,afternoon,1,1,0,0.5,2.5,5.71,3.4,0.51,Minor
5,1,1,0,20,1,1,0,4,foggy,dry,0,13,1,9.090909,0,0,1,26,5,1,0,1,45.30037671,1.249258846,81.60116134,afternoon,4,1,0,0.5,5.5,3.08,3.89,0.19,Minor
5,0,1,0,20,1,5,0,6,clear,muddy,2,2,9,10.769231,1,0,1,29,9,1,0,1,53.90447837,0.895670358,56.75213061,morning,1,3,0,4.5,8.5,2.11,2.7,0.3,Major
2,0,0,0,20,1,3,0,2,rainy,wet,1,8,5,6,0,0,0,26,4,1,0,1,10,0.776980741,58.74196185,morning,3,2,0,2.5,7.5,2.35,2.8,0.15,Major
4,1,0,0,30,0,1,1,1,rainy,dry,1,10,2,6,1,0,1,27,3,1,0,0,50.82204345,0.547716489,100,evening,3,1,2,1,7,3.75,3.23,0.11,Major
6,1,1,0,30,1,3,1,6,clear,dry,1,14,4,19.09091,0,0,0,62,44,1,0,1,37.32209915,0.691431166,90.01441495,afternoon,1,1,0,2,4,6,2.9,0.7,Minor
1,0,1,0,20,1,5,1,4,rainy,dry,2,10,5,12.5,1,0,1,43,20,1,0,1,57.1481017,1.277677063,86.03972656,morning,3,1,0,2.5,6.5,2.67,4.1,0.45,Minor
2,1,0,1,30,1,2,0,5,rainy,dry,0,6,9,25.714285,0,0,1,46,23,1,1,1,44.97200781,0.608627632,69.12525764,afternoon,3,1,4,4.5,12.5,2.22,2.23,0.49,Major
2,1,0,0.5502459,20,0.5502459,3,0.44975412,1,foggy,wet,0,5,2,3.0769231,0,0,1,39,20,0,0,0,39.99927743,0.629412535,84.41674329,morning,4,2,5,1,12,1.54,4.02,0.5,Major
6,1,1,1,40,0,2,1,4,rainy,dry,1,1,4,22.222221,0,0,1,18,0,1,0,1,42.33749406,0.695932702,31.93627729,morning,3,1,0,2,6,5.71,0.78,0,Minor
6,1,1,1,20,0,1,1,2,clear,icy,2,2,8,4.6153846,1,0,1,38,15,0,1,1,50.00114613,0.89534173,55.85766328,afternoon,1,5,7,4,17,1.11,2.66,0.38,Major
5,1,1,1,20,0,2,1,6,foggy,dry,1,2,3,9.333333,0,0,0,45,25,1,0,1,58.61864112,0.689071146,92.50493628,evening,4,1,0,1.5,6.5,2.67,4.4,0.54,Minor
4,0,1,1,20,0,1,1,2,clear,dry,1,7,2,4,0,0,0,26,4,1,0,1,31.63333053,1.404303504,66.50225901,evening,1,1,0,1,3,5,3.17,0.15,Minor
0,0,0,1,20,1,5,1,6,foggy,dry,2,12,3,35,0,0,1,44,25,1,1,1,39.84510211,0.757655349,75.80306791,evening,4,1,4,1.5,10.5,1.74,3.61,0.56,Major
5,0,0,1,20,0,6,1,4,foggy,dry,0,7,7,7.6923075,1,0,0,42,24,0,0,1,67.04019076,1.419487612,87.17038514,morning,4,1,3,3.5,11.5,1.6,4.15,0.56,Major
4,0,0.68030757,1,40,1,1.6803075,0.31969246,3,rainy,muddy,0,6,9,11.428572,0,0,1,53,34,0,0,0,39.5833246,1.484943021,64.9542332,afternoon,3,3,5,4.5,15.5,2.42,1.58,0.63,Major
5,1,0,0,40,1,6,1,2,clear,muddy,0,14,5,8,0,0,1,30,8,1,0,0,50.50874596,1.254803356,67.60700567,evening,1,3,2,2.5,8.5,4.21,1.65,0.26,Major
3,1,0,1,20,1,6,1,4,rainy,dry,0,8,2,33.333332,0,0,0,24,0,1,0,1,26.48712093,0.50743706,72.81810749,afternoon,3,1,0,1,5,3.33,3.47,0,Minor
1,1,1,0,40,1,2,0,5,foggy,wet,2,4,7,18.461538,0,0,1,31,8,1,0,0,19.28239063,0.740020118,83.02645153,evening,4,2,2,3.5,11.5,3.2,2.03,0.25,Major
6,0,1,0,40,0,6,0,6,rainy,wet,2,9,3,40,0,0,0,49,29,1,0,0,29.39692702,0.767333414,47.39678581,evening,3,2,2,1.5,8.5,4.21,1.16,0.58,Major
0,1,0,0,40,0,3.5495007,1,1.9009985,foggy,dry,2,8,7,7.7359962,1,0,1,18,0,1,0,0,34.65161916,1.042754588,86.03344674,afternoon,4,1,2,3.5,10.5,3.48,2.1,0,Major
0,0,0,1,30,0,6,1,2,clear,dry,1,3,6,12.857142,0,0,1,18,0,0,0,1,60.59866746,0.658393703,79.5289959,afternoon,1,1,3,3,8,3.33,2.57,0,Major
6,1,1,1,30,1,5,1,6,clear,dry,1,3,1,26.25,0,0,0,35,12,0,0,1,62.24289394,0.577215153,82.1898926,afternoon,1,1,3,0.5,5.5,4.62,2.65,0.33,Minor
1,0,0,1,20,1,1,0,2,clear,dry,0,12,5,4.6153846,0,0,1,30,9,0,0,0,16.1201954,0.676357742,65.18932528,afternoon,1,1,5,2.5,9.5,1.9,3.1,0.29,Major
4,1,0,0,40,0,6,1,3,clear,dry,1,12,1,22.857143,0,0,1,35,15,1,1,0,36.88132291,0.827351966,78.9824378,night,1,1,6,0.5,8.5,4.21,1.93,0.42,Major
6,0,1,1,30,1,2,1,3,clear,dry,2,9,7,13.333333,0,0,0,44,22,1,0,1,55.46684096,0.54920997,99.12364013,night,1,1,0,3.5,5.5,4.62,3.2,0.49,Minor
1,1,0,0,30,1,3,1,3,foggy,dry,2,9,6,15,0,0,1,29,11,0,0,1,43.41970313,0.695364233,93.61918849,afternoon,4,1,3,3,11,2.5,3.02,0.37,Major
6,1,1,0,30,0,1,1,4,clear,icy,1,13,9,10.714286,0,0,1,18,0,0,0,1,67.56837699,0.667519966,100,morning,1,5,3,4.5,13.5,2.07,3.23,0,Major
4,1,0,1,30,1,1,1,1,rainy,dry,0,11,4,12,0,0,0,55,32,1,0,1,55.10251413,1.272359327,61.99420984,evening,3,1,0,2,6,4.29,2,0.57,Minor
6,0,0,0,30,0,3,1,2,clear,wet,2,5,9,11.25,1,0,1,25,2,1,0,1,40.98472344,0.669574002,93.65809284,morning,1,2,0,4.5,7.5,3.53,3.02,0.08,Major
4,1,0.5332371,0.5332371,30,0,1,0.4667629,1.5332371,foggy,wet,2,10,5,7.5997114,1,0,1,24,6,1,1,1,42.31995943,1.291539525,67.52243292,afternoon,4,2,4,2.5,12.5,2.22,2.18,0.24,Major
4,0,0,1,40,0,3,0,2,rainy,wet,2,14,5,13.333333,0,0,1,46,25,0,0,1,44.14815251,1.008182152,34.62516775,evening,3,2,3,2.5,10.5,3.48,0.84,0.53,Major
4,1,0,1,30,0,1,1,4,clear,dry,2,14,5,37.5,1,0,0,31,12,1,0,1,32.31063905,1.25785418,98.64432611,morning,1,1,0,2.5,4.5,5.45,3.18,0.38,Minor
3,1,1,1,20,0,2,1,6,rainy,muddy,0,1,5,10,1,0,1,34,16,1,0,1,59.08821203,0.950356906,95.44572764,afternoon,3,3,0,2.5,8.5,2.11,4.55,0.46,Major
4,0,1,1,30,0,6,0,6,rainy,dry,0,3,7,14,0,0,1,39,16,1,0,1,56.13643227,1.401055175,100,night,3,1,0,3.5,7.5,3.53,3.23,0.4,Major
3,0,1,1,30,0,5,0,1,clear,icy,2,11,1,20,0,0,1,45,22,0,0,1,51.81406151,0.776518682,50.73512255,morning,1,5,3,0.5,9.5,2.86,1.64,0.48,Major
0,0,1,0,30,1,4,1,1,rainy,dry,0,5,7,10,0,0,0,31,10,1,0,1,48.63862034,1.266806852,83.28117753,morning,3,1,0,3.5,7.5,3.53,2.69,0.31,Major
2,0,0,5,40,3,3,1,3,clear,dry,1,4,7,40,0,0,0,50,32,1,0,1,29.72703331,0.663420013,75.53857744,morning,1,1,0,3.5,5.5,6.15,1.84,0.63,Minor
6,1,0,1,40,1,4,0,6,clear,wet,0,4,5,20,1,0,1,18,0,1,1,1,52.56289799,1.382644442,100,morning,1,2,4,2.5,9.5,3.81,2.44,0,Major
1,1,0,0,20,0,5,0,2,clear,wet,2,1,3,7.5,1,0,1,42,24,1,1,1,46.93653709,0.528440897,52.21454877,afternoon,1,2,4,1.5,8.5,2.11,2.49,0.56,Major
5,1,1,1,20,1,4,1,3,stormy,wet,0,6,7,11.428572,0,0,0,26,7,1,0,1,75.03403642,0.957436123,74.93373829,evening,5,2,0,3.5,10.5,1.74,3.57,0.26,Major
6,0,1,1,20,1,4,1,6,stormy,wet,1,12,5,35,0,0,1,48,26,1,0,1,25.60063353,0.921258279,81.87675154,afternoon,5,2,0,2.5,9.5,1.9,3.9,0.53,Major
0,1,1,0,40,0,4,0,3,foggy,dry,2,10,4,13.333333,1,0,0,36,18,1,0,1,34.15056918,1.123790685,94.83187951,evening,4,1,0,2,7,5,2.31,0.49,Major
3,0,0,0,30,1,6,1,4,clear,dry,1,11,9,13.636364,0,0,0,28,6,0,0,1,21.20033164,0.94093336,88.29294705,night,1,1,3,4.5,9.5,2.86,2.85,0.21,Major
2,1,0,1,30,1,2,0,5,foggy,wet,0,4,4,25.714285,0,0,0,41,23,0,0,1,41.72970312,1.088978672,79.35401628,morning,4,2,3,2,11,2.5,2.56,0.55,Major
2,0,1,0,40,1,6,0.24102546,3,rainy,dry,2,1,5,16,1,0,1,43,24,0,0,1,18.88650948,1.361702953,73.78224497,afternoon,3,1,3,2.5,9.5,3.81,1.8,0.55,Major
